[Nov 29 20:44:00] NOTICE[3379] chan_sip.c: Received SIP subscribe for peer without mailbox: 1004
[Nov 29 20:44:46] NOTICE[3379] chan_sip.c: Received SIP subscribe for peer without mailbox: 1001
[Nov 29 20:45:10] NOTICE[3379] chan_sip.c: Registration from '1000 <sip:1000@10.10.10.77>' failed for '10.10.10.55' - No matching peer found
[Nov 29 20:45:10] NOTICE[3379] chan_sip.c: Registration from '1006 <sip:1006@10.10.10.77>' failed for '10.10.10.55' - No matching peer found
[Nov 29 20:45:10] NOTICE[3379] chan_sip.c: Registration from '1007 <sip:1007@10.10.10.77>' failed for '10.10.10.55' - No matching peer found
[Nov 29 20:45:10] NOTICE[3379] chan_sip.c: Registration from '1008 <sip:1008@10.10.10.77>' failed for '10.10.10.55' - No matching peer found
[Nov 29 20:45:10] NOTICE[3379] chan_sip.c: Registration from '1009 <sip:1009@10.10.10.77>' failed for '10.10.10.55' - No matching peer found
[Nov 29 20:45:10] NOTICE[3379] chan_sip.c: Registration from '1010 <sip:1010@10.10.10.77>' failed for '10.10.10.55' - No matching peer found
[Nov 29 20:45:10] NOTICE[3379] chan_sip.c: Registration from '1011 <sip:1011@10.10.10.77>' failed for '10.10.10.55' - No matching peer found
[Nov 29 20:45:10] NOTICE[3379] chan_sip.c: Registration from '1012 <sip:1012@10.10.10.77>' failed for '10.10.10.55' - No matching peer found
[Nov 29 20:45:10] NOTICE[3379] chan_sip.c: Registration from '1013 <sip:1013@10.10.10.77>' failed for '10.10.10.55' - No matching peer found
[Nov 29 20:45:10] NOTICE[3379] chan_sip.c: Registration from '1014 <sip:1014@10.10.10.77>' failed for '10.10.10.55' - No matching peer found
[Nov 29 20:45:10] NOTICE[3379] chan_sip.c: Registration from '1015 <sip:1015@10.10.10.77>' failed for '10.10.10.55' - No matching peer found
[Nov 29 20:45:10] NOTICE[3379] chan_sip.c: Registration from '1016 <sip:1016@10.10.10.77>' failed for '10.10.10.55' - No matching peer found
[Nov 29 20:45:10] NOTICE[3379] chan_sip.c: Registration from '1017 <sip:1017@10.10.10.77>' failed for '10.10.10.55' - No matching peer found
[Nov 29 20:45:10] NOTICE[3379] chan_sip.c: Registration from '1018 <sip:1018@10.10.10.77>' failed for '10.10.10.55' - No matching peer found
[Nov 29 20:45:10] NOTICE[3379] chan_sip.c: Registration from '1019 <sip:1019@10.10.10.77>' failed for '10.10.10.55' - No matching peer found
[Nov 29 20:45:10] NOTICE[3379] chan_sip.c: Registration from '1020 <sip:1020@10.10.10.77>' failed for '10.10.10.55' - No matching peer found
[Nov 29 20:45:10] NOTICE[3379] chan_sip.c: Registration from '1021 <sip:1021@10.10.10.77>' failed for '10.10.10.55' - No matching peer found
[Nov 29 20:45:10] NOTICE[3379] chan_sip.c: Registration from '1022 <sip:1022@10.10.10.77>' failed for '10.10.10.55' - No matching peer found
[Nov 29 20:45:10] NOTICE[3379] chan_sip.c: Registration from '1023 <sip:1023@10.10.10.77>' failed for '10.10.10.55' - No matching peer found
[Nov 29 20:45:10] NOTICE[3379] chan_sip.c: Registration from '1024 <sip:1024@10.10.10.77>' failed for '10.10.10.55' - No matching peer found
[Nov 29 20:45:10] NOTICE[3379] chan_sip.c: Registration from '1025 <sip:1025@10.10.10.77>' failed for '10.10.10.55' - No matching peer found
[Nov 29 20:45:10] NOTICE[3379] chan_sip.c: Registration from '1026 <sip:1026@10.10.10.77>' failed for '10.10.10.55' - No matching peer found
[Nov 29 20:45:10] NOTICE[3379] chan_sip.c: Registration from '1027 <sip:1027@10.10.10.77>' failed for '10.10.10.55' - No matching peer found
[Nov 29 20:45:10] NOTICE[3379] chan_sip.c: Registration from '1028 <sip:1028@10.10.10.77>' failed for '10.10.10.55' - No matching peer found
[Nov 29 20:45:10] NOTICE[3379] chan_sip.c: Registration from '1029 <sip:1029@10.10.10.77>' failed for '10.10.10.55' - No matching peer found
[Nov 29 20:45:10] NOTICE[3379] chan_sip.c: Registration from '1030 <sip:1030@10.10.10.77>' failed for '10.10.10.55' - No matching peer found
[Nov 29 20:45:10] NOTICE[3379] chan_sip.c: Registration from '1031 <sip:1031@10.10.10.77>' failed for '10.10.10.55' - No matching peer found
[Nov 29 20:45:10] NOTICE[3379] chan_sip.c: Registration from '1032 <sip:1032@10.10.10.77>' failed for '10.10.10.55' - No matching peer found
